from_address,to_address,distance_km,weight_kg,height_cm,width_cm,length_cm,delivery_option,transport_mode,cost,estimated_time_hours
Pune,Mumbai,1035,57.91,76.2,70.3,98.9,Economy,Air,22564.7,20.8
Bangalore,Hyderabad,751,0.56,80.4,52.9,15.2,Economy,Road,403.55,46.2
Kolkata,Pune,1165,21.32,65.6,95.4,23.1,Economy,Road,1292.32,61.7
Mumbai,Chennai,1808,25.72,95.3,45.1,39.0,Normal,Road,3150.53,55.1
Bangalore,Delhi,1766,43.14,61.0,50.5,63.4,Economy,Air,15210.64,15.2
Chennai,Delhi,351,70.21,86.8,41.5,56.2,Economy,Rail,613.76,20.0
Ahmedabad,Chennai,1240,38.31,96.5,77.1,13.2,Normal,Air,10907.13,23.0
Mumbai,Bangalore,1816,38.3,37.1,62.3,49.6,Normal,Rail,2108.55,44.5
Pune,Chennai,498,1.52,17.2,87.0,79.2,Express,Rail,485.41,14.9
Pune,Ahmedabad,1794,92.54,67.1,9.6,60.6,Express,Air,62145.46,12.6
Delhi,Chennai,365,29.38,36.5,15.4,19.7,Economy,Road,427.42,24.7
Delhi,Pune,1532,37.98,33.7,26.2,87.2,Express,Rail,2476.29,35.7
Mumbai,Chennai,1808,16.86,17.5,98.0,62.5,Economy,Rail,929.5,60.5
Hyderabad,Ahmedabad,1078,54.58,44.8,8.2,46.4,Express,Rail,2418.35,33.1
Hyderabad,Bangalore,1863,40.43,92.3,91.1,88.2,Economy,Road,10306.08,88.1
Ahmedabad,Hyderabad,1430,99.65,40.5,30.0,11.3,Express,Road,10862.99,27.9
Bangalore,Mumbai,707,30.38,75.9,42.1,40.3,Express,Road,1486.14,28.5
Chennai,Delhi,351,88.1,18.0,92.5,86.8,Economy,Road,1277.5,21.4
Delhi,Bangalore,747,55.53,64.6,86.6,11.7,Express,Road,3333.72,31.4
Ahmedabad,Kolkata,461,98.99,11.9,20.6,64.6,Normal,Air,11093.09,10.1
Chennai,Pune,757,43.47,87.7,79.2,7.6,Express,Air,13403.22,17.2
Bangalore,Hyderabad,751,90.8,50.5,95.2,53.4,Normal,Air,18315.61,10.4
Kolkata,Bangalore,1854,77.42,46.1,7.9,11.3,Economy,Air,30955.98,22.0
Hyderabad,Delhi,740,39.63,49.1,81.6,92.1,Normal,Air,13940.68,22.7
Ahmedabad,Kolkata,461,49.03,77.0,84.8,61.0,Express,Air,14061.18,16.1
Ahmedabad,Delhi,555,9.55,51.5,37.5,54.1,Express,Road,826.59,18.7
Kolkata,Ahmedabad,996,51.6,34.7,91.1,91.2,Express,Road,4176.69,37.3
Pune,Delhi,1004,26.76,45.3,67.6,78.0,Economy,Air,9199.27,14.4
Hyderabad,Mumbai,618,79.9,60.3,21.5,73.8,Normal,Air,11719.98,17.9
Hyderabad,Mumbai,618,88.78,81.9,40.6,42.2,Express,Rail,2682.53,18.0
Kolkata,Ahmedabad,996,7.67,16.8,40.8,57.3,Normal,Road,357.27,35.5
Ahmedabad,Bangalore,1075,93.51,57.3,83.0,53.6,Normal,Road,4790.64,46.0
Ahmedabad,Kolkata,461,11.25,46.5,34.7,18.3,Economy,Rail,130.95,17.5
Mumbai,Delhi,1685,11.19,55.8,17.1,14.1,Express,Air,6962.17,19.3
Chennai,Ahmedabad,585,11.59,97.8,73.4,32.0,Economy,Road,1014.95,41.4
Hyderabad,Pune,489,24.02,7.2,60.5,77.4,Economy,Rail,265.16,35.6
Mumbai,Kolkata,1416,74.18,98.0,30.6,51.2,Economy,Road,4491.78,63.3
Delhi,Mumbai,361,91.8,31.5,5.3,68.8,Normal,Air,8882.95,13.7
Bangalore,Chennai,1449,84.8,43.8,47.2,19.3,Normal,Air,32259.0,21.9
Bangalore,Hyderabad,751,49.41,80.0,54.8,35.6,Normal,Air,9491.28,17.7
Hyderabad,Mumbai,618,70.49,62.1,71.4,40.9,Normal,Road,2055.26,24.5
Kolkata,Mumbai,1957,38.25,88.4,96.3,70.2,Express,Road,18053.17,49.5
Chennai,Bangalore,1818,57.38,39.2,6.9,46.4,Normal,Rail,2872.55,37.4
Hyderabad,Delhi,740,48.11,21.0,86.1,66.3,Express,Air,14178.64,24.7
Hyderabad,Chennai,869,76.19,13.5,92.0,13.8,Express,Air,22594.18,23.8
Ahmedabad,Mumbai,1398,29.67,86.6,31.5,92.0,Economy,Rail,1620.63,43.7
Mumbai,Kolkata,1416,5.69,67.2,79.5,95.6,Express,Road,10388.55,37.1
Delhi,Mumbai,361,2.21,96.3,62.3,12.3,Economy,Rail,135.98,14.9
Ahmedabad,Kolkata,461,76.21,73.7,19.5,93.6,Economy,Road,1356.26,25.6
Chennai,Kolkata,863,50.7,10.4,17.8,9.6,Economy,Road,1659.83,44.4
Kolkata,Bangalore,1854,24.96,21.6,15.4,28.6,Express,Air,18236.78,13.9
Chennai,Delhi,351,46.35,80.9,69.4,42.5,Express,Air,6160.8,23.7
Hyderabad,Pune,489,60.75,73.2,76.2,76.4,Express,Rail,1750.53,12.6
Chennai,Mumbai,528,7.8,99.5,85.0,16.0,Normal,Rail,418.06,18.9
Bangalore,Pune,1219,2.1,46.4,65.7,19.0,Express,Air,4914.0,13.7
Delhi,Chennai,365,90.1,90.8,29.0,42.9,Express,Rail,1441.88,10.6
Chennai,Mumbai,528,94.8,90.2,92.7,33.1,Economy,Rail,1192.92,30.0
Pune,Chennai,498,60.02,38.7,53.7,50.3,Normal,Road,1450.41,34.1
Delhi,Chennai,365,99.21,18.9,72.6,30.6,Economy,Air,6834.87,5.6
Pune,Delhi,1004,79.95,48.7,64.1,32.1,Economy,Air,16328.87,22.4
Pune,Ahmedabad,1794,51.64,68.3,57.1,76.1,Express,Road,8782.96,49.7
Hyderabad,Ahmedabad,1078,71.57,74.5,65.3,18.7,Economy,Road,3158.24,47.0
Chennai,Delhi,351,1.71,17.6,44.7,23.4,Economy,Rail,50.0,30.7
Chennai,Ahmedabad,585,16.76,8.6,74.1,79.8,Economy,Rail,254.85,31.1
Mumbai,Chennai,1808,67.11,82.1,37.6,74.2,Normal,Rail,3971.78,43.8
Hyderabad,Ahmedabad,1078,66.66,55.0,68.4,84.4,Express,Air,27931.43,21.2
Bangalore,Mumbai,707,81.59,46.2,30.9,94.3,Normal,Rail,1894.15,18.0
Kolkata,Pune,1165,86.38,15.1,19.1,26.2,Economy,Road,3996.61,46.6
Hyderabad,Bangalore,1863,74.38,44.8,36.5,12.7,Economy,Air,27609.64,11.4
Hyderabad,Chennai,869,43.84,82.4,19.6,50.0,Economy,Rail,994.35,28.8
Ahmedabad,Bangalore,1075,59.05,43.5,85.7,32.2,Express,Road,4604.85,35.1
Mumbai,Chennai,1808,8.67,80.6,5.8,56.3,Normal,Road,851.86,65.8
Delhi,Chennai,365,0.71,21.9,17.7,98.5,Normal,Air,722.69,11.9
Mumbai,Chennai,1808,16.94,34.4,14.5,99.6,Economy,Road,1253.12,80.0
Delhi,Bangalore,747,82.51,51.6,30.4,32.7,Express,Road,4929.38,17.8
Kolkata,Mumbai,1957,64.52,71.5,14.1,62.6,Express,Rail,5150.16,41.7
Ahmedabad,Pune,900,45.52,95.4,34.1,67.1,Normal,Rail,1304.49,37.9
Kolkata,Hyderabad,1729,33.0,27.9,19.1,19.7,Economy,Road,2322.3,66.0
Ahmedabad,Mumbai,1398,15.36,12.0,78.2,70.3,Express,Road,1680.92,30.6
Kolkata,Hyderabad,1729,21.37,50.0,8.2,19.9,Economy,Rail,809.81,60.2
Kolkata,Bangalore,1854,19.06,52.3,67.5,42.8,Express,Rail,2495.76,41.9
Pune,Hyderabad,1952,31.82,92.0,58.8,71.5,Economy,Road,6588.84,85.7
Hyderabad,Mumbai,618,4.68,18.3,53.7,52.1,Normal,Road,330.38,34.6
Hyderabad,Ahmedabad,1078,34.62,63.4,37.0,14.9,Express,Road,2637.28,35.4
Kolkata,Ahmedabad,996,39.37,55.2,61.1,93.0,Economy,Rail,1580.45,30.8
Kolkata,Ahmedabad,996,99.68,48.4,32.0,6.7,Express,Air,40693.55,21.9
Pune,Bangalore,1536,91.45,62.8,26.9,34.9,Express,Road,10428.15,42.8
Chennai,Pune,757,23.33,90.9,29.1,30.2,Express,Road,1202.85,27.4
Pune,Chennai,498,43.29,96.1,81.2,31.0,Express,Rail,979.33,24.9
Kolkata,Pune,1165,60.22,9.9,98.9,25.3,Express,Air,25190.8,10.2
Pune,Kolkata,841,72.71,21.8,67.3,6.4,Normal,Road,2952.75,33.6
Mumbai,Ahmedabad,1164,93.14,74.4,21.1,32.8,Normal,Rail,3032.49,37.7
Hyderabad,Chennai,869,76.63,32.4,99.8,70.7,Express,Road,4571.06,20.6
Chennai,Mumbai,528,7.07,78.2,77.1,30.7,Economy,Road,823.27,33.2
Ahmedabad,Kolkata,461,12.65,68.5,31.4,12.9,Economy,Rail,130.9,27.1
Kolkata,Hyderabad,1729,2.31,91.8,81.4,80.4,Economy,Road,7748.86,77.2
Bangalore,Ahmedabad,1506,99.12,76.9,38.4,37.3,Normal,Rail,4123.18,45.4
Bangalore,Mumbai,707,19.42,65.6,78.5,76.0,Economy,Air,10463.07,24.4
Ahmedabad,Kolkata,461,77.2,41.8,66.0,23.9,Economy,Road,1410.16,26.7
Hyderabad,Ahmedabad,1078,34.2,76.2,5.7,34.9,Normal,Road,1708.47,39.2
Mumbai,Kolkata,1416,14.01,52.0,99.6,74.0,Normal,Road,5562.59,52.8
Hyderabad,Mumbai,618,31.55,83.1,32.9,86.6,Economy,Rail,725.49,34.9
Pune,Mumbai,1035,28.43,85.7,98.2,97.6,Normal,Road,8498.33,39.2
Chennai,Delhi,351,33.11,72.6,87.6,93.5,Express,Air,16754.52,6.4
Kolkata,Pune,1165,33.71,89.4,22.3,25.2,Economy,Road,1429.22,61.3
Mumbai,Pune,1509,71.42,93.8,87.7,56.9,Express,Air,50829.33,21.3
Chennai,Delhi,351,91.92,44.9,67.5,30.6,Economy,Road,1179.25,30.1
Mumbai,Bangalore,1816,4.73,81.9,43.6,15.2,Economy,Air,4289.35,14.8
Hyderabad,Mumbai,618,18.92,92.2,71.6,14.9,Economy,Rail,275.35,23.5
Bangalore,Ahmedabad,1506,1.03,54.7,31.0,80.5,Economy,Rail,996.15,42.6
Pune,Mumbai,1035,82.59,32.8,17.9,97.5,Normal,Air,20462.63,23.1
Mumbai,Hyderabad,478,42.31,66.6,52.3,97.9,Normal,Air,7646.58,7.5
Delhi,Pune,1532,64.26,16.4,68.7,17.6,Economy,Road,4330.18,78.9
Pune,Mumbai,1035,96.54,31.3,15.7,5.3,Economy,Air,18428.14,15.5
Hyderabad,Mumbai,618,44.98,19.0,66.6,16.7,Normal,Rail,913.53,24.4
Kolkata,Bangalore,1854,66.48,86.5,18.9,42.0,Economy,Air,26416.34,19.5
Kolkata,Bangalore,1854,5.37,5.3,49.0,10.8,Economy,Air,1974.77,17.6
Kolkata,Mumbai,1957,28.7,21.8,78.1,50.0,Express,Road,4285.3,50.1
Ahmedabad,Mumbai,1398,69.0,31.2,50.3,42.1,Economy,Rail,2185.7,42.1
Bangalore,Hyderabad,751,48.85,25.8,95.1,53.4,Economy,Road,1399.27,36.5
Mumbai,Delhi,1685,86.27,54.1,34.5,43.4,Economy,Air,31731.16,26.6
Kolkata,Pune,1165,24.81,96.0,93.5,86.3,Express,Air,73393.32,25.2
Chennai,Mumbai,528,95.88,36.1,70.5,57.6,Express,Rail,2050.96,12.0
Kolkata,Hyderabad,1729,76.53,28.9,81.4,60.7,Express,Rail,6156.67,37.3
Hyderabad,Chennai,869,38.3,64.3,89.6,35.8,Normal,Rail,1069.25,24.4
Bangalore,Ahmedabad,1506,95.77,6.6,12.2,58.7,Economy,Road,5666.19,64.7
Mumbai,Chennai,1808,68.26,97.7,46.9,17.9,Express,Road,8734.89,38.2
Pune,Chennai,498,99.14,66.1,89.5,89.8,Economy,Rail,1377.48,18.6
Kolkata,Pune,1165,60.03,75.9,94.1,27.9,Normal,Air,16704.25,21.3
Chennai,Pune,757,49.21,99.3,80.6,89.3,Economy,Road,4331.55,42.4
Chennai,Bangalore,1818,69.79,93.8,76.6,57.8,Economy,Road,6328.68,90.2
Kolkata,Mumbai,1957,17.62,19.9,75.1,74.6,Economy,Road,1639.92,75.6
Ahmedabad,Mumbai,1398,62.06,8.0,73.9,73.8,Normal,Air,22803.05,23.6
Pune,Mumbai,1035,68.95,84.2,20.1,40.9,Economy,Rail,1553.48,45.1
Pune,Chennai,498,8.94,20.0,12.0,44.4,Normal,Road,231.5,29.9
Hyderabad,Bangalore,1863,16.16,99.7,55.6,58.9,Normal,Rail,3410.32,46.0
Hyderabad,Delhi,740,60.82,93.0,80.8,84.4,Economy,Rail,2160.61,32.8
Mumbai,Pune,1509,58.35,80.7,17.0,10.1,Express,Air,33240.32,17.5
Pune,Hyderabad,1952,58.28,75.1,17.8,54.2,Express,Road,9042.32,37.4
Mumbai,Ahmedabad,1164,54.13,12.9,54.9,13.9,Normal,Rail,1908.71,25.6
Ahmedabad,Pune,900,83.87,18.3,80.1,71.4,Economy,Air,14033.26,15.1
Mumbai,Hyderabad,478,76.13,48.8,69.7,99.3,Normal,Road,1649.6,15.3
Chennai,Pune,757,81.05,7.9,35.6,77.0,Express,Air,21080.28,14.7
Mumbai,Bangalore,1816,78.47,56.2,40.3,79.8,Express,Air,48370.44,13.4
Pune,Hyderabad,1952,11.96,91.9,66.3,76.5,Normal,Road,8343.41,67.9
Ahmedabad,Delhi,555,49.37,91.5,12.3,21.7,Normal,Air,7016.76,12.6
Chennai,Kolkata,863,43.75,7.5,61.9,5.3,Normal,Road,1841.71,27.9
Kolkata,Ahmedabad,996,15.42,40.9,16.7,44.2,Normal,Air,3630.59,19.1
Hyderabad,Delhi,740,82.25,79.6,40.7,9.0,Express,Road,4679.01,20.0
Pune,Kolkata,841,85.67,58.0,63.7,79.7,Economy,Air,15212.64,23.9
Delhi,Mumbai,361,6.92,30.4,9.5,16.6,Normal,Rail,79.96,20.7
Chennai,Delhi,351,62.75,29.6,86.4,21.9,Normal,Rail,711.04,13.4
Bangalore,Kolkata,1159,64.95,43.0,28.0,68.9,Economy,Air,14754.55,22.1
Kolkata,Bangalore,1854,30.11,7.0,88.5,76.9,Economy,Rail,1399.33,62.2
Mumbai,Delhi,1685,96.1,28.9,48.9,8.9,Normal,Rail,5290.64,36.0
Hyderabad,Pune,489,29.42,88.0,22.7,79.9,Express,Air,5700.32,8.4
Bangalore,Pune,1219,91.19,7.2,13.0,40.8,Normal,Rail,3576.98,43.6
Chennai,Pune,757,22.97,15.4,27.9,71.3,Express,Road,1390.3,31.2
Delhi,Bangalore,747,61.2,71.2,69.0,37.3,Normal,Air,11747.01,11.5
Bangalore,Mumbai,707,21.29,77.7,38.7,83.7,Normal,Air,8568.01,13.4
Bangalore,Pune,1219,14.57,14.7,14.0,62.0,Express,Rail,834.6,29.9
Bangalore,Mumbai,707,59.54,64.9,23.8,25.6,Normal,Air,10151.2,23.0
Chennai,Hyderabad,801,8.15,13.0,76.3,77.3,Normal,Rail,404.71,35.5
Pune,Ahmedabad,1794,55.48,87.1,89.7,6.0,Economy,Road,4236.32,78.6
Mumbai,Delhi,1685,77.97,15.6,17.2,61.7,Economy,Road,5453.19,77.8
Ahmedabad,Delhi,555,73.06,83.2,61.6,96.2,Normal,Road,2945.56,26.2
Hyderabad,Mumbai,618,88.65,12.2,62.4,81.8,Express,Air,21661.72,15.6
Bangalore,Mumbai,707,40.0,50.3,84.6,60.7,Normal,Road,1705.88,41.3
Delhi,Chennai,365,24.39,31.1,37.1,12.3,Normal,Road,462.51,19.7
Pune,Hyderabad,1952,4.76,39.8,7.0,80.2,Economy,Rail,242.42,71.4
Chennai,Kolkata,863,69.52,16.1,17.2,79.1,Economy,Road,2612.86,39.9
Bangalore,Delhi,1766,39.36,89.0,13.4,87.8,Economy,Rail,1552.79,54.2
Bangalore,Chennai,1449,95.3,77.9,29.1,37.4,Economy,Rail,3320.17,49.4
Ahmedabad,Hyderabad,1430,84.82,45.3,58.3,90.7,Express,Road,9977.38,36.5
Chennai,Ahmedabad,585,24.59,90.2,5.5,55.1,Normal,Road,696.62,35.1
Delhi,Bangalore,747,5.09,27.2,40.6,73.8,Economy,Road,503.31,45.6
Chennai,Kolkata,863,37.14,58.6,72.2,81.3,Normal,Air,13897.83,25.5
Kolkata,Ahmedabad,996,80.83,43.3,61.8,59.4,Express,Rail,3815.99,23.3
Kolkata,Pune,1165,55.49,62.4,62.0,74.3,Express,Rail,2766.58,20.6
Hyderabad,Kolkata,989,38.72,95.4,28.6,36.4,Economy,Rail,831.06,34.9
Bangalore,Mumbai,707,89.11,15.3,84.7,81.7,Economy,Rail,1596.85,31.2
Chennai,Bangalore,1818,62.41,7.2,58.0,19.7,Express,Road,8436.73,53.1
Ahmedabad,Mumbai,1398,75.05,34.4,94.6,73.8,Express,Air,37144.77,18.1
Hyderabad,Ahmedabad,1078,24.77,95.3,18.2,90.2,Economy,Rail,862.63,52.3
Mumbai,Ahmedabad,1164,90.27,58.8,46.2,7.8,Economy,Rail,2567.43,45.8
Pune,Hyderabad,1952,26.97,79.4,41.3,40.9,Normal,Air,12036.86,8.5
Ahmedabad,Pune,900,42.88,68.8,70.1,18.8,Economy,Air,7430.8,25.1
Mumbai,Delhi,1685,84.41,78.8,42.9,19.2,Express,Rail,6848.11,40.7
Chennai,Pune,757,95.94,50.4,26.3,5.6,Express,Rail,3333.82,21.3
Chennai,Ahmedabad,585,83.45,77.5,52.9,12.1,Express,Road,3891.53,33.3
Chennai,Ahmedabad,585,94.56,40.6,10.3,66.6,Economy,Rail,1362.1,32.1
Chennai,Bangalore,1818,41.08,21.8,64.8,23.6,Express,Rail,3456.25,26.8
Hyderabad,Mumbai,618,63.93,30.7,90.1,46.9,Express,Rail,1739.04,29.4
Delhi,Hyderabad,1334,40.62,87.0,68.8,61.6,Normal,Road,4973.19,52.1
Ahmedabad,Bangalore,1075,92.35,98.3,58.7,93.6,Economy,Rail,2520.86,46.7
Kolkata,Chennai,869,97.04,23.9,48.1,13.5,Economy,Rail,1966.34,31.6
Pune,Chennai,498,46.99,93.1,49.1,24.5,Economy,Air,4307.34,5.5
Mumbai,Ahmedabad,1164,75.16,27.6,53.8,68.6,Economy,Rail,2097.88,40.4
Mumbai,Ahmedabad,1164,22.22,12.1,68.4,33.2,Normal,Air,5883.02,23.8
Hyderabad,Chennai,869,14.51,42.6,53.5,97.4,Economy,Rail,884.35,32.6
Bangalore,Hyderabad,751,25.39,14.7,49.7,15.3,Economy,Rail,479.68,33.0
Delhi,Chennai,365,1.89,20.3,13.8,51.7,Express,Air,422.43,8.3
Pune,Mumbai,1035,57.47,37.3,83.8,79.5,Express,Air,22028.65,22.9
Bangalore,Pune,1219,82.34,28.1,15.9,54.0,Express,Air,41372.89,12.4
Ahmedabad,Hyderabad,1430,2.78,79.6,60.9,73.3,Normal,Rail,3158.96,39.3
Chennai,Bangalore,1818,86.16,52.2,90.5,54.2,Economy,Road,6096.49,76.2
Mumbai,Hyderabad,478,84.15,22.1,64.8,36.1,Economy,Road,1767.32,35.8
Chennai,Pune,757,33.84,98.9,94.0,70.2,Normal,Air,22974.28,18.4
Delhi,Chennai,365,98.18,18.2,58.9,97.0,Express,Road,2718.6,24.1
Bangalore,Ahmedabad,1506,62.53,56.5,79.4,87.5,Economy,Road,5100.19,61.9
Chennai,Kolkata,863,69.33,26.8,85.0,46.1,Express,Air,23409.57,24.5
Delhi,Ahmedabad,354,88.31,37.1,74.9,53.7,Express,Road,2413.69,19.0
Ahmedabad,Pune,900,75.24,8.4,67.2,13.7,Economy,Road,2922.73,44.9
Bangalore,Kolkata,1159,77.03,67.4,7.5,63.5,Normal,Rail,2828.45,26.4
Ahmedabad,Bangalore,1075,61.24,51.8,56.5,86.4,Express,Rail,2965.92,20.2
Delhi,Ahmedabad,354,51.85,23.6,99.4,8.6,Express,Air,6632.89,12.5
Delhi,Hyderabad,1334,62.71,27.6,9.9,30.6,Economy,Air,18051.83,27.8
Pune,Hyderabad,1952,62.14,70.1,59.1,7.9,Economy,Road,4638.02,93.4
Hyderabad,Pune,489,37.77,28.9,93.8,42.4,Express,Rail,780.61,25.8
Kolkata,Mumbai,1957,64.01,65.2,17.6,55.6,Express,Rail,5963.46,32.8
Bangalore,Kolkata,1159,96.07,92.8,93.8,37.3,Economy,Rail,2447.6,40.6
Hyderabad,Ahmedabad,1078,98.94,50.9,91.8,37.6,Economy,Air,19931.51,12.0
Bangalore,Delhi,1766,53.21,79.3,40.2,26.2,Express,Road,7132.14,41.5
Ahmedabad,Kolkata,461,26.65,41.7,85.8,35.8,Express,Rail,581.16,15.4
Kolkata,Mumbai,1957,1.26,34.1,64.2,88.4,Express,Air,25987.73,25.2
Ahmedabad,Mumbai,1398,5.17,54.5,71.9,60.3,Normal,Road,3029.81,45.9
Mumbai,Delhi,1685,29.72,15.2,83.6,24.2,Economy,Air,9361.64,13.5
Pune,Bangalore,1536,72.92,95.3,14.3,80.9,Normal,Rail,3054.91,37.3
Delhi,Hyderabad,1334,86.49,81.2,31.9,78.1,Economy,Road,4870.17,58.5
Mumbai,Hyderabad,478,59.38,49.9,10.7,74.6,Economy,Rail,614.0,20.3
Hyderabad,Bangalore,1863,16.7,18.0,36.4,81.9,Normal,Rail,850.92,49.4
Pune,Ahmedabad,1794,75.55,56.2,31.6,86.9,Economy,Rail,3386.97,68.6
Kolkata,Ahmedabad,996,63.4,74.6,45.1,39.6,Normal,Air,16865.07,15.9
Kolkata,Ahmedabad,996,91.09,96.9,82.2,45.7,Normal,Road,4206.15,48.3
Chennai,Mumbai,528,80.26,40.4,26.8,66.5,Economy,Road,1850.52,39.9
Mumbai,Pune,1509,32.93,35.2,24.8,35.8,Normal,Road,2495.39,51.2
Delhi,Hyderabad,1334,10.49,33.8,85.9,54.9,Normal,Rail,1297.87,38.2
Ahmedabad,Pune,900,69.19,94.0,45.2,90.4,Normal,Air,18837.81,8.8
Chennai,Mumbai,528,36.95,54.0,75.2,20.9,Normal,Rail,551.24,24.1
Delhi,Hyderabad,1334,54.56,82.6,75.0,23.1,Economy,Road,2736.75,67.3
Chennai,Hyderabad,801,30.83,13.8,40.8,5.8,Economy,Air,4686.83,9.5
Ahmedabad,Delhi,555,2.91,20.7,49.8,54.3,Economy,Air,1231.73,23.8
Ahmedabad,Bangalore,1075,32.42,75.9,39.5,64.6,Normal,Road,2031.57,51.7
Hyderabad,Mumbai,618,62.05,53.5,78.7,68.6,Normal,Rail,1242.36,29.0
Pune,Chennai,498,55.16,22.3,46.8,16.5,Normal,Road,1253.53,20.9
Bangalore,Kolkata,1159,65.71,96.8,95.9,93.0,Normal,Road,9350.69,44.8
Bangalore,Hyderabad,751,41.49,21.3,14.6,45.6,Normal,Air,8341.06,11.4
Delhi,Mumbai,361,89.72,35.9,39.6,96.6,Express,Air,11424.83,10.7
Pune,Chennai,498,49.17,66.2,75.0,88.8,Economy,Road,1864.8,40.7
Hyderabad,Delhi,740,86.61,59.9,95.5,52.3,Express,Air,22190.74,17.2
Ahmedabad,Chennai,1240,19.09,21.6,11.6,10.3,Economy,Air,5114.08,18.2
Ahmedabad,Hyderabad,1430,11.7,51.6,90.1,36.1,Express,Air,19605.19,8.6
Chennai,Pune,757,67.68,97.3,17.8,39.6,Express,Air,20607.42,8.5
Chennai,Delhi,351,76.22,51.4,82.0,70.2,Normal,Air,6692.93,13.5
Bangalore,Hyderabad,751,74.13,72.0,40.4,53.9,Economy,Road,2288.07,32.8
Chennai,Mumbai,528,2.23,97.9,27.4,41.8,Economy,Air,2536.34,7.8
Mumbai,Delhi,1685,83.6,20.5,25.0,74.2,Economy,Road,5948.99,72.3
Hyderabad,Ahmedabad,1078,2.89,33.8,50.4,67.1,Express,Air,8673.94,9.5
Chennai,Kolkata,863,41.85,49.7,25.0,61.4,Economy,Air,7898.57,7.4
Delhi,Hyderabad,1334,15.6,24.7,16.2,70.2,Express,Rail,919.63,23.1
Mumbai,Kolkata,1416,77.25,69.0,16.0,41.3,Economy,Road,4737.1,64.6
Chennai,Bangalore,1818,14.03,37.6,75.5,55.3,Normal,Road,2681.59,65.2
Chennai,Delhi,351,57.4,46.0,37.0,55.9,Express,Road,1497.56,26.8
Mumbai,Ahmedabad,1164,76.55,31.8,14.5,32.0,Express,Air,32710.93,24.1
Chennai,Kolkata,863,66.66,98.3,19.3,32.2,Economy,Road,2457.57,51.0
Hyderabad,Delhi,740,72.3,84.8,11.3,75.5,Express,Road,4257.71,29.5
Hyderabad,Mumbai,618,78.03,60.4,83.2,78.8,Economy,Rail,1085.08,27.2
Hyderabad,Kolkata,989,33.0,39.8,34.2,92.8,Economy,Road,1242.65,52.8
Delhi,Chennai,365,14.51,50.8,10.1,16.7,Express,Road,395.57,16.0
Delhi,Kolkata,776,62.13,47.1,73.5,13.1,Normal,Air,10901.85,8.0
Kolkata,Ahmedabad,996,65.18,90.6,37.5,29.8,Economy,Air,13325.94,20.7
Kolkata,Chennai,869,25.34,16.8,63.5,91.3,Normal,Rail,669.13,28.3
Pune,Ahmedabad,1794,31.17,11.2,47.1,69.3,Normal,Rail,1605.45,54.9
Kolkata,Bangalore,1854,84.24,18.0,82.0,48.9,Economy,Road,5677.64,69.8
Mumbai,Chennai,1808,21.12,81.6,75.0,44.2,Economy,Road,3872.92,87.6
Ahmedabad,Mumbai,1398,42.67,9.0,6.2,14.3,Express,Air,21771.33,17.7
Mumbai,Delhi,1685,70.58,49.0,23.6,9.0,Normal,Road,5644.89,50.4
Mumbai,Chennai,1808,81.39,32.3,97.1,95.6,Normal,Rail,4149.27,35.8
Bangalore,Chennai,1449,2.23,46.3,38.1,86.6,Express,Rail,1971.02,33.5
Ahmedabad,Chennai,1240,20.85,58.3,36.7,100.0,Economy,Air,10405.69,26.3
Ahmedabad,Delhi,555,83.91,89.5,46.5,19.1,Normal,Air,10627.46,7.8
Ahmedabad,Chennai,1240,3.69,98.1,43.3,45.4,Normal,Rail,1471.18,24.1
Mumbai,Chennai,1808,44.97,51.1,49.4,91.8,Economy,Road,3518.74,73.3
Mumbai,Pune,1509,71.63,76.9,86.5,65.0,Normal,Air,29379.85,26.8
Mumbai,Delhi,1685,78.55,9.0,63.0,52.7,Express,Rail,6130.67,34.0
Pune,Ahmedabad,1794,60.81,99.0,65.7,66.6,Economy,Rail,3797.64,66.8
Pune,Kolkata,841,55.88,32.8,44.0,41.3,Economy,Road,1773.14,35.2
Ahmedabad,Kolkata,461,26.98,27.2,21.5,35.6,Economy,Road,521.09,36.3
Kolkata,Ahmedabad,996,57.06,15.8,63.0,81.7,Economy,Air,12099.59,24.5
Delhi,Chennai,365,21.83,9.8,48.8,90.9,Economy,Road,292.52,19.6
Chennai,Hyderabad,801,80.42,64.6,14.0,93.4,Express,Road,4575.38,33.6
Ahmedabad,Mumbai,1398,89.8,12.9,47.2,7.1,Express,Air,48263.64,24.7
Chennai,Pune,757,82.12,11.7,56.9,42.9,Normal,Rail,1878.04,18.2
Hyderabad,Kolkata,989,51.56,93.1,59.3,46.8,Express,Rail,2271.12,17.9
Chennai,Delhi,351,54.24,44.8,35.4,68.3,Economy,Road,743.29,28.0
Mumbai,Pune,1509,64.97,13.0,20.0,89.6,Express,Air,35076.77,19.4
Delhi,Bangalore,747,72.76,42.2,94.6,68.7,Normal,Air,13955.86,17.2
Bangalore,Hyderabad,751,12.23,90.9,13.4,60.2,Economy,Rail,260.48,33.8
Bangalore,Mumbai,707,49.01,69.0,81.8,57.6,Economy,Rail,1152.46,36.7
Ahmedabad,Kolkata,461,79.89,81.5,68.7,42.8,Normal,Air,8369.76,13.4
Kolkata,Pune,1165,61.18,41.5,28.6,30.2,Express,Rail,2903.06,23.7
Mumbai,Bangalore,1816,1.66,58.3,14.7,18.5,Normal,Air,1514.48,16.0
